Item ARK,Parent ARK,File Name,Object Type,coll id,AltIdentifier.local,Collection,Series,Title,AltTitle.other,Description.note,References,Genre,Language,Type.typeOfResource,Date.created,Date.normalized,Note,Subject.coordinates,Subject topic,Inscription,media.format,media.height,media.width,Thumbnail,IIIF Access URL,External item record,Repository,Rights.servicesContact,Acquisition method,Physical status,Violent Content,Series & Collection,Creation date/time,Last modification date/time,Description (Eng),Description (Ara),Genre (old),Inscription (old),Inscription 2 (old),Alt Title
ark:/21198/z1ht87wd,,,Collection,,,,,The George al-A'ma Collection,,,,,,,,,,,,,,,,,,,The Palestinian Museum Digital Archive,info@palarchive.org,,,,,,,,,,,,
ark:/13030/m5xh7b15,ark:/21198/z1ht87wd,,Work,99.0,0099.01.0027|~|93501|~|89771_ca_object_representations_media_60006_original.jpg,The George al-A'ma Collection,George al-A'ma Sub-collection 1: Tenders,عطاء هندسي لصيانة مكتب البريد العام أصدرته سلطة الانتداب البريطاني على فلسطين,"An engineering tender issued by the ""British Mandate for Palestine"" for the maintenance of the Post Office",,,,,text,3 March 1927,1927-03-03,,,,,image/jpeg,6895,4401,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/6/0/0/87519_ca_object_representations_media_60006_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/6/0/0/89771_ca_object_representations_media_60006_original.jpg,https://palarchive.org/index.php/Detail/objects/93501/lang/en_US,The Palestinian Museum ,info@palarchive.org,,endangered; TENDER .23.FEB.1927 NO.12 - 3 خط احمر,,George al-A'ma Sub-collection 1: Tenders | The George al-A'ma Collection,26 February 2019 at 12:34:39,9 March 2021 at 11:41:23,,,,,,
ark:/13030/m5812ng3,ark:/21198/z1ht87wd,,Work,99.0,0099.01.0028|~|93502|~|60073_ca_object_representations_media_60007_original.jpg,The George al-A'ma Collection,George al-A'ma Sub-collection 1: Tenders,عطاء هندسي لإقامة إسطبل في مشتل زراعي في مدينة القدس أصدرته سلطة الانتداب البريطاني على فلسطين,"An engineering tender issued by the ""British Mandate for Palestine"" for the building of a stable in an agricultural nursery in Jerusalem",,,,,text,1927,1927,,,,,image/jpeg,6982,4477,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/6/0/0/81117_ca_object_representations_media_60007_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/6/0/0/60073_ca_object_representations_media_60007_original.jpg,https://palarchive.org/index.php/Detail/objects/93502/lang/en_US,The Palestinian Museum ,info@palarchive.org,,TENDER 3 MARCH .1927 -2 خط احمر,,George al-A'ma Sub-collection 1: Tenders | The George al-A'ma Collection,26 February 2019 at 12:34:39,9 March 2021 at 11:41:23,,,,,,
ark:/13030/m5bs6c07,ark:/21198/z1ht87wd,,Work,99.0,0099.01.0029|~|93503|~|47963_ca_object_representations_media_60008_original.jpg,The George al-A'ma Collection,George al-A'ma Sub-collection 1: Tenders,عطاء هندسي لإزالة طمم وبقايا بناء من منطقة القلعة في مدينة القدس أصدرته سلطة الانتداب البريطاني على فلسطين,"An engineering tender issued by the ""British Mandate for Palestine"" for the removal of the ruins in Al-Qal'a area in Jerusalem",,,,,text,17 January 1927,1927-01-17,,,,,image/jpeg,6971,4434,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/6/0/0/34938_ca_object_representations_media_60008_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/6/0/0/47963_ca_object_representations_media_60008_original.jpg,https://palarchive.org/index.php/Detail/objects/93503/lang/en_US,The Palestinian Museum ,info@palarchive.org,,endangered; TENDER .17 JAN.1927 ZN .279 -2 خط احمر,,George al-A'ma Sub-collection 1: Tenders | The George al-A'ma Collection,26 February 2019 at 12:34:39,9 March 2021 at 11:41:23,,,,,,
ark:/13030/m5sr6k63,ark:/21198/z1ht87wd,,Work,99.0,0099.01.0030|~|93504|~|60011_ca_object_representations_media_60009_original.jpg,The George al-A'ma Collection,George al-A'ma Sub-collection 1: Tenders,عطاء هندسي لصيانة دورية لمركز الشرطة البريطانية في جبل المكبر أصدرته سلطة الانتداب البريطاني على فلسطين,"An engineering tender issued by the ""British Mandate for Palestine"" for a regular maintenance of the British Police Station in Jabal al-Mukaber in Jerusalem",,,,,text,12 October 1924,1924-10-12,,,,,image/jpeg,6862,4444,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/6/0/0/48533_ca_object_representations_media_60009_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/6/0/0/60011_ca_object_representations_media_60009_original.jpg,https://palarchive.org/index.php/Detail/objects/93504/lang/en_US,The Palestinian Museum ,info@palarchive.org,,endangered; TENDER 31.OCT.1924 -1 خطا احمر,,George al-A'ma Sub-collection 1: Tenders | The George al-A'ma Collection,26 February 2019 at 12:34:39,9 March 2021 at 11:41:23,,,,,,
ark:/13030/m5230dj5,ark:/21198/z1ht87wd,,Work,99.0,0099.01.0031|~|93505|~|29212_ca_object_representations_media_60010_original.jpg,The George al-A'ma Collection,George al-A'ma Sub-collection 1: Tenders,عطاء هندسي لأعمال حفريات في منطقة القلعة في مدينة القدس أصدرته سلطة الانتداب البريطاني على فلسطين,"An engineering tender issued by the ""British Mandate for Palestine"" for excavation work in al-Qal'a area in Jerusalem",,,,,text,16 February 1926,1926-02-16,,,,,image/jpeg,6938,4400,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/6/0/0/92108_ca_object_representations_media_60010_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/6/0/0/29212_ca_object_representations_media_60010_original.jpg,https://palarchive.org/index.php/Detail/objects/93505/lang/en_US,The Palestinian Museum ,info@palarchive.org,,endangered; TENDER 16 FEB .1926 SOUHTERN DISTRICT - 1 خط احمر,,George al-A'ma Sub-collection 1: Tenders | The George al-A'ma Collection,26 February 2019 at 12:34:39,9 March 2021 at 11:41:23,,,,,,
ark:/13030/m5gj73tw,ark:/21198/z1ht87wd,,Work,99.0,0099.01.0032|~|93506|~|95474_ca_object_representations_media_60011_original.jpg,The George al-A'ma Collection,George al-A'ma Sub-collection 1: Tenders,عطاء هندسي لأعمال حفريات في منطقة القلعة في مدينة القدس أصدرته سلطة الانتداب البريطاني على فلسطين,"An engineering tender issued by the ""British Mandate for Palestine"" for excavation work in al-Qal'a area in Jerusalem",,,,,text,16 February 1926,1926-02-16,,,,,image/jpeg,6971,4423,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/6/0/0/55803_ca_object_representations_media_60011_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/6/0/0/95474_ca_object_representations_media_60011_original.jpg,https://palarchive.org/index.php/Detail/objects/93506/lang/en_US,The Palestinian Museum ,info@palarchive.org,,medium;  TENDER 2       16/FEB/1926,,George al-A'ma Sub-collection 1: Tenders | The George al-A'ma Collection,26 February 2019 at 12:34:40,9 March 2021 at 11:41:23,,,,,,
ark:/13030/m5715m7c,ark:/21198/z1ht87wd,,Work,99.0,0099.01.0033|~|93507|~|42290_ca_object_representations_media_60012_original.jpg,The George al-A'ma Collection,George al-A'ma Sub-collection 1: Tenders,عطاء هندسي لأعمال حفريات في منطقة القلعة في مدينة القدس أصدرته سلطة الانتداب البريطاني على فلسطين,"An engineering tender issued by the ""British Mandate for Palestine"" for excavation work in al-Qal'a area in Jerusalem",,,,,text,16 February 1926,1926-02-16,,,,,image/jpeg,6927,4411,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/6/0/0/34478_ca_object_representations_media_60012_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/6/0/0/42290_ca_object_representations_media_60012_original.jpg,https://palarchive.org/index.php/Detail/objects/93507/lang/en_US,The Palestinian Museum ,info@palarchive.org,,medium; 'TENDER 1          16/FEB/1927,,George al-A'ma Sub-collection 1: Tenders | The George al-A'ma Collection,26 February 2019 at 12:34:40,9 March 2021 at 11:41:23,,,,,,
ark:/13030/m5190sc7,ark:/21198/z1ht87wd,,Work,99.0,0099.01.0034|~|93508|~|87625_ca_object_representations_media_60013_original.jpg,The George al-A'ma Collection,George al-A'ma Sub-collection 1: Tenders,عطاء هندسي لأعمال حفريات في منطقة القلعة في مدينة القدس أصدرته سلطة الانتداب البريطاني على فلسطين,"An engineering tender issued by the ""British Mandate for Palestine"" for excavation work in al-Qal'a area in Jerusalem",,,,,text,16 February 1926,1926-02-16,,,,,image/jpeg,6938,4466,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/6/0/0/4658_ca_object_representations_media_60013_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/6/0/0/87625_ca_object_representations_media_60013_original.jpg,https://palarchive.org/index.php/Detail/objects/93508/lang/en_US,The Palestinian Museum ,info@palarchive.org,,medium; 'TENDER  5         16/FEB/1928,,George al-A'ma Sub-collection 1: Tenders | The George al-A'ma Collection,26 February 2019 at 12:34:40,9 March 2021 at 11:41:23,,,,,,
ark:/13030/m5xm61d1,ark:/21198/z1ht87wd,,Work,99.0,0099.01.0035|~|93509|~|90092_ca_object_representations_media_60014_original.jpg,The George al-A'ma Collection,George al-A'ma Sub-collection 1: Tenders,عطاء هندسي لأعمال حفريات وإزالة بقايا بناء في منطقة القلعة في مدينة القدس أصدرته سلطة الانتداب البريطاني على فلسطين,"An engineering tender issued by the ""British Mandate for Palestine"" for excavation work and for the removal of the ruins in Al-Qal'a area in Jerusalem",,,,,text,17 September 1926,1926-09-17,,,,,image/jpeg,6972,4498,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/6/0/0/71545_ca_object_representations_media_60014_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/6/0/0/90092_ca_object_representations_media_60014_original.jpg,https://palarchive.org/index.php/Detail/objects/93509/lang/en_US,The Palestinian Museum ,info@palarchive.org,,medium; TENDER  5          17/SEP / 1926,,George al-A'ma Sub-collection 1: Tenders | The George al-A'ma Collection,26 February 2019 at 12:34:40,9 March 2021 at 11:41:23,,,,,,
ark:/13030/m5n08sb9,ark:/21198/z1ht87wd,,Work,99.0,0099.01.0036|~|93510|~|65771_ca_object_representations_media_60015_original.jpg,The George al-A'ma Collection,George al-A'ma Sub-collection 1: Tenders,عطاء هندسي لأعمال حفريات وإزالة بقايا بناء في منطقة القلعة في مدينة القدس أصدرته سلطة الانتداب البريطاني على فلسطين,"An engineering tender issued by the ""British Mandate for Palestine"" for excavation work and for the removal of the ruins in Al-Qal'a area in Jerusalem",,,,,text,17 September 1926,1926-09-17,,,,,image/jpeg,6938,4498,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/6/0/0/97942_ca_object_representations_media_60015_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/6/0/0/65771_ca_object_representations_media_60015_original.jpg,https://palarchive.org/index.php/Detail/objects/93510/lang/en_US,The Palestinian Museum ,info@palarchive.org,,medium; TENDER 3                 17/SEP / 1927,,George al-A'ma Sub-collection 1: Tenders | The George al-A'ma Collection,26 February 2019 at 12:34:40,9 March 2021 at 11:41:23,,,,,,
ark:/13030/m5nw742f,ark:/21198/z1ht87wd,,Work,99.0,0099.01.0037|~|93511|~|12990_ca_object_representations_media_60016_original.jpg,The George al-A'ma Collection,George al-A'ma Sub-collection 1: Tenders,عطاء هندسي لأعمال حفريات وإزالة بقايا بناء في منطقة القلعة في مدينة القدس أصدرته سلطة الانتداب البريطاني على فلسطين,"An engineering tender issued by the ""British Mandate for Palestine"" for excavation work and for the removal of the ruins in Al-Qal'a area in Jerusalem",,,,,text,17 September 1926,1926-09-17,,,,,image/jpeg,6940,4446,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/6/0/0/38138_ca_object_representations_media_60016_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/6/0/0/12990_ca_object_representations_media_60016_original.jpg,https://palarchive.org/index.php/Detail/objects/93511/lang/en_US,The Palestinian Museum ,info@palarchive.org,,medium; TENDER 2                 17/SEP / 1928,,George al-A'ma Sub-collection 1: Tenders | The George al-A'ma Collection,26 February 2019 at 12:34:40,9 March 2021 at 11:41:23,,,,,,
ark:/13030/m5h49b90,ark:/21198/z1ht87wd,,Work,99.0,0099.01.0038|~|93512|~|9674_ca_object_representations_media_60017_original.jpg,The George al-A'ma Collection,George al-A'ma Sub-collection 1: Tenders,عطاء هندسي لأعمال حفريات وإزالة بقايا بناء في منطقة القلعة في مدينة القدس أصدرته سلطة الانتداب البريطاني على فلسطين,"An engineering tender issued by the ""British Mandate for Palestine"" for excavation work and for the removal of the ruins in Al-Qal'a area in Jerusalem",,,,,text,17 September 1926,1926-09-17,,,,,image/jpeg,7014,4498,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/6/0/0/5132_ca_object_representations_media_60017_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/6/0/0/9674_ca_object_representations_media_60017_original.jpg,https://palarchive.org/index.php/Detail/objects/93512/lang/en_US,The Palestinian Museum ,info@palarchive.org,,medium; TENDER  1              17/SEP / 1929,,George al-A'ma Sub-collection 1: Tenders | The George al-A'ma Collection,26 February 2019 at 12:34:41,9 March 2021 at 11:41:23,,,,,,
ark:/13030/m5sv58qr,ark:/21198/z1ht87wd,,Work,99.0,0099.01.0039|~|93513|~|59485_ca_object_representations_media_60018_original.jpg,The George al-A'ma Collection,George al-A'ma Sub-collection 1: Tenders,عطاء هندسي لأعمال حفريات في منطقة القلعة في مدينة القدس أصدرته سلطة الانتداب البريطاني على فلسطين,"An engineering tender issued by the ""British Mandate for Palestine"" for excavation work in Al-Qal'a area in Jerusalem",,,,,text,16 February 1926,1926-02-16,,,,,image/jpeg,6905,4380,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/6/0/0/4109_ca_object_representations_media_60018_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/6/0/0/59485_ca_object_representations_media_60018_original.jpg,https://palarchive.org/index.php/Detail/objects/93513/lang/en_US,The Palestinian Museum ,info@palarchive.org,,medium; TENDER 3                16/FEB / 1930,,George al-A'ma Sub-collection 1: Tenders | The George al-A'ma Collection,26 February 2019 at 12:34:41,9 March 2021 at 11:41:23,,,,,,
ark:/13030/m5cc8kjt,ark:/21198/z1ht87wd,,Work,99.0,0099.01.0040|~|93514|~|30758_ca_object_representations_media_60019_original.jpg,The George al-A'ma Collection,George al-A'ma Sub-collection 1: Tenders,عطاء هندسي لأعمال حفريات وإزالة بقايا بناء في منطقة القلعة في مدينة القدس أصدرته سلطة الانتداب البريطاني على فلسطين,"An engineering tender issued by the ""British Mandate for Palestine"" for excavation work and for the removal of the ruins in Al-Qal'a area in Jerusalem",,,,,text,17 January 1927,1927-01-17,,,,,image/jpeg,6960,4434,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/6/0/0/25552_ca_object_representations_media_60019_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/6/0/0/30758_ca_object_representations_media_60019_original.jpg,https://palarchive.org/index.php/Detail/objects/93514/lang/en_US,The Palestinian Museum ,info@palarchive.org,,medium; 'TENDER  5          17/JAN/1927,,George al-A'ma Sub-collection 1: Tenders | The George al-A'ma Collection,26 February 2019 at 12:34:41,9 March 2021 at 11:41:23,,,,,,
ark:/13030/m5h781nd,ark:/21198/z1ht87wd,,Work,99.0,0099.01.0041|~|93515|~|76257_ca_object_representations_media_60020_original.jpg,The George al-A'ma Collection,George al-A'ma Sub-collection 1: Tenders,عطاء هندسي لأعمال حفريات وإزالة بقايا بناء في منطقة القلعة في مدينة القدس أصدرته سلطة الانتداب البريطاني على فلسطين,"An engineering tender issued by the ""British Mandate for Palestine"" for excavation work and for the removal of the ruins in Al-Qal'a area in Jerusalem",,,,,text,17 January 1927,1927-01-17,,,,,image/jpeg,6971,4488,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/6/0/0/66478_ca_object_representations_media_60020_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/6/0/0/76257_ca_object_representations_media_60020_original.jpg,https://palarchive.org/index.php/Detail/objects/93515/lang/en_US,The Palestinian Museum ,info@palarchive.org,,medium; TENDER  4         17/JAN/19278,,George al-A'ma Sub-collection 1: Tenders | The George al-A'ma Collection,26 February 2019 at 12:34:41,9 March 2021 at 11:41:22,,,,,,
ark:/13030/m5qp3snz,ark:/21198/z1ht87wd,,Work,99.0,0099.01.0042|~|93516|~|60951_ca_object_representations_media_60021_original.jpg,The George al-A'ma Collection,George al-A'ma Sub-collection 1: Tenders,عطاء هندسي لتعبيد جزء من شارع يافا في مدينة القدس أصدرته سلطة الانتداب البريطاني على فلسطين,"An engineering tender issued by the ""British Mandate for Palestine"" for the pavement of a part of Jaffa St. in Jerusalem",,,,,text,2 September 1927,1927-09-02,,,,,image/jpeg,7014,4488,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/6/0/0/36392_ca_object_representations_media_60021_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/6/0/0/60951_ca_object_representations_media_60021_original.jpg,https://palarchive.org/index.php/Detail/objects/93516/lang/en_US,The Palestinian Museum ,info@palarchive.org,,medium; TENDER  2           23/SEP/1927,,George al-A'ma Sub-collection 1: Tenders | The George al-A'ma Collection,26 February 2019 at 12:34:41,9 March 2021 at 11:41:22,,,,,,
