Unnamed: 0,Item ARK,Parent ARK,File Name,Object Type,coll id,AltIdentifier.local,Collection,Series,Title,AltTitle.other,Description.note,References,Genre,Language,Type.typeOfResource,Date.created,Date.normalized,Note,Subject.coordinates,Subject topic,Inscription,media.format,media.height,media.width,Thumbnail,IIIF Access URL,External item record,Repository,Rights.servicesContact,Acquisition method,Physical status,Violent Content,Series & Collection,Creation date/time,Last modification date/time,Description (Eng),Description (Ara),Genre (old),Inscription (old),Inscription 2 (old),Alt Title
95,ark:/13030/m5vx7zk9,ark:/21198/z1kq3mqd,,Work,83.0,0083.01.0097|~|84551|~|2920_ca_object_representations_media_56680_original.jpg,The Layla Tarazi Collection,Layla Tarazi Sub-collection 1: Photographs,ليلى ترزي في زيارة لمصر في أوائل الستينيات,Layla Tarazi on a Trip to Egypt in the 60's,"A black-and-white photograph of Layla Tarazi during her trip to Egypt, in the 60's.|~|صورة غير ملونة تظهر فيها ليلى ترزي خلال زيارتها لمصر في أوائل الستينيات.","Suhair Tarazi (Relative of the collection owner Layla Tarazi), interview with PMDA researcher Lama Ghosheh, October 2018, non-transcript, the Palestiniain Museum Digital Archive.",black-and-white photographs,ara,still image,1960s; Date created,1960/1969,,"[26.820553,30.802498]",,,image/jpeg,5972,4127,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/6/6/50523_ca_object_representations_media_56680_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/6/6/2920_ca_object_representations_media_56680_original.jpg,https://palarchive.org/index.php/Detail/objects/84551/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,endangered; 227,,Layla Tarazi Sub-collection 1: Photographs | The Layla Tarazi Collection,2 January 2019 at 12:16:08,9 March 2021 at 11:49:10,"A black-and-white photograph of Layla Tarazi during her trip to Egypt, in the 60's.",صورة غير ملونة تظهر فيها ليلى ترزي خلال زيارتها لمصر في أوائل الستينيات.,black-and-white photographs,,,
96,ark:/13030/m5jm9sqw,ark:/21198/z1kq3mqd,,Work,83.0,0083.01.0098|~|84552|~|60522_ca_object_representations_media_56681_original.jpg,The Layla Tarazi Collection,Layla Tarazi Sub-collection 1: Photographs,ليلى ترزي في زيارة لمصر في أوائل الستينيات,Layla Tarazi on a Trip to Egypt in the 60's,"A black-and-white photograph of Layla Tarazi during her trip to Egypt, in the 60's.|~|صورة غير ملونة تظهر فيها ليلى ترزي خلال زيارتها لمصر في أوائل الستينيات.","Suhair Tarazi (Relative of the collection owner Layla Tarazi), interview with PMDA researcher Lama Ghosheh, October 2018, non-transcript, the Palestiniain Museum Digital Archive.",black-and-white photographs,ara,still image,1960s; Date created,1960/1969,,"[26.820553,30.802498]",,,image/jpeg,5255,3871,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/6/6/87768_ca_object_representations_media_56681_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/6/6/60522_ca_object_representations_media_56681_original.jpg,https://palarchive.org/index.php/Detail/objects/84552/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,endangered; 227,,Layla Tarazi Sub-collection 1: Photographs | The Layla Tarazi Collection,2 January 2019 at 12:16:08,9 March 2021 at 11:49:10,"A black-and-white photograph of Layla Tarazi during her trip to Egypt, in the 60's.",صورة غير ملونة تظهر فيها ليلى ترزي خلال زيارتها لمصر في أوائل الستينيات.,black-and-white photographs,,,
97,ark:/13030/m5wx50rh,ark:/21198/z1kq3mqd,,Work,83.0,0083.01.0099|~|84553|~|68925_ca_object_representations_media_56682_original.jpg,The Layla Tarazi Collection,Layla Tarazi Sub-collection 1: Photographs,ليلى ترزي في زيارة لمصر في أوائل الستينيات,Layla Tarazi on a Trip to Egypt in the 60's,"A black-and-white photograph of Layla Tarazi during her trip to Egypt, in the 60's.|~|صورة غير ملونة تظهر فيها ليلى ترزي خلال زيارتها لمصر في أوائل الستينيات.","Suhair Tarazi (Relative of the collection owner Layla Tarazi), interview with PMDA researcher Lama Ghosheh, October 2018, non-transcript, the Palestiniain Museum Digital Archive.",black-and-white photographs,ara,still image,1960s; Date created,1960/1969,,"[26.820553,30.802498]",,,image/jpeg,4386,6135,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/6/6/55000_ca_object_representations_media_56682_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/6/6/68925_ca_object_representations_media_56682_original.jpg,https://palarchive.org/index.php/Detail/objects/84553/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,endangered; 227,,Layla Tarazi Sub-collection 1: Photographs | The Layla Tarazi Collection,2 January 2019 at 12:16:08,9 March 2021 at 11:49:10,"A black-and-white photograph of Layla Tarazi during her trip to Egypt, in the 60's.",صورة غير ملونة تظهر فيها ليلى ترزي خلال زيارتها لمصر في أوائل الستينيات.,black-and-white photographs,,,
98,ark:/13030/m5d00q9t,ark:/21198/z1kq3mqd,,Work,83.0,0083.01.0100|~|84554|~|35281_ca_object_representations_media_56683_original.jpg,The Layla Tarazi Collection,Layla Tarazi Sub-collection 1: Photographs,ليلى ترزي في زيارة لمصر في أوائل الستينيات,Layla Tarazi on a Trip to Egypt in the 60's,"A black-and-white photograph of Layla Tarazi during her trip to Egypt, in the 60's.|~|صورة غير ملونة تظهر فيها ليلى ترزي خلال زيارتها لمصر في أوائل الستينيات.","Suhair Tarazi (Relative of the collection owner Layla Tarazi), interview with PMDA researcher Lama Ghosheh, October 2018, non-transcript, the Palestiniain Museum Digital Archive.",black-and-white photographs,ara,still image,1960s; Date created,1960/1969,,"[26.820553,30.802498]",,,image/jpeg,4364,6105,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/6/6/28080_ca_object_representations_media_56683_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/6/6/35281_ca_object_representations_media_56683_original.jpg,https://palarchive.org/index.php/Detail/objects/84554/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,endangered; 227,,Layla Tarazi Sub-collection 1: Photographs | The Layla Tarazi Collection,2 January 2019 at 12:16:08,9 March 2021 at 11:49:10,"A black-and-white photograph of Layla Tarazi during her trip to Egypt, in the 60's.",صورة غير ملونة تظهر فيها ليلى ترزي خلال زيارتها لمصر في أوائل الستينيات.,black-and-white photographs,,,
99,ark:/13030/m5nd3h8b,ark:/21198/z1kq3mqd,,Work,83.0,0083.01.0101|~|84555|~|56763_ca_object_representations_media_56684_original.jpg,The Layla Tarazi Collection,Layla Tarazi Sub-collection 1: Photographs,ليلى ترزي في زيارة لمصر في أوائل الستينيات,Layla Tarazi on a Trip to Egypt in the 60's,"A black-and-white photograph of Layla Tarazi during her trip to Egypt, in the 60's.|~|صورة غير ملونة تظهر فيها ليلى ترزي خلال زيارتها لمصر في أوائل الستينيات.","Suhair Tarazi (Relative of the collection owner Layla Tarazi), interview with PMDA researcher Lama Ghosheh, October 2018, non-transcript, the Palestiniain Museum Digital Archive.",black-and-white photographs,ara,still image,1960s; Date created,1960/1969,,"[26.820553,30.802498]",,,image/jpeg,4408,6153,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/6/6/64204_ca_object_representations_media_56684_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/6/6/56763_ca_object_representations_media_56684_original.jpg,https://palarchive.org/index.php/Detail/objects/84555/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,endangered; 227,,Layla Tarazi Sub-collection 1: Photographs | The Layla Tarazi Collection,2 January 2019 at 12:16:08,9 March 2021 at 11:49:10,"A black-and-white photograph of Layla Tarazi during her trip to Egypt, in the 60's.",صورة غير ملونة تظهر فيها ليلى ترزي خلال زيارتها لمصر في أوائل الستينيات.,black-and-white photographs,,,
100,ark:/13030/m5hr1g17,ark:/21198/z1kq3mqd,,Work,83.0,0083.01.0102|~|84556|~|89067_ca_object_representations_media_56685_original.jpg,The Layla Tarazi Collection,Layla Tarazi Sub-collection 1: Photographs,ليلى ترزي في زيارة لمصر في أوائل الستينيات,Layla Tarazi on a Trip to Egypt in the 60's,"A black-and-white photograph of Layla Tarazi during her trip to Egypt, in the 60's.|~|صورة غير ملونة تظهر فيها ليلى ترزي خلال زيارتها لمصر في أوائل الستينيات.","Suhair Tarazi (Relative of the collection owner Layla Tarazi), interview with PMDA researcher Lama Ghosheh, October 2018, non-transcript, the Palestiniain Museum Digital Archive.",black-and-white photographs,ara,still image,1960s; Date created,1960/1969,,"[26.820553,30.802498]",,,image/jpeg,4300,6051,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/6/6/11273_ca_object_representations_media_56685_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/6/6/89067_ca_object_representations_media_56685_original.jpg,https://palarchive.org/index.php/Detail/objects/84556/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,endangered; 227,,Layla Tarazi Sub-collection 1: Photographs | The Layla Tarazi Collection,2 January 2019 at 12:16:09,9 March 2021 at 11:49:10,"A black-and-white photograph of Layla Tarazi during her trip to Egypt, in the 60's.",صورة غير ملونة تظهر فيها ليلى ترزي خلال زيارتها لمصر في أوائل الستينيات.,black-and-white photographs,,,
101,ark:/13030/m5869zj3,ark:/21198/z1kq3mqd,,Work,83.0,0083.01.0103|~|84557|~|43358_ca_object_representations_media_56686_original.jpg,The Layla Tarazi Collection,Layla Tarazi Sub-collection 1: Photographs,ليلى ترزي في زيارة لمصر في أوائل الستينيات,Layla Tarazi on a Trip to Egypt in the 60's,"A black-and-white photograph of Layla Tarazi during her trip to Egypt, in the 60's.|~|صورة غير ملونة تظهر فيها ليلى ترزي خلال زيارتها لمصر في أوائل الستينيات.","Suhair Tarazi (Relative of the collection owner Layla Tarazi), interview with PMDA researcher Lama Ghosheh, October 2018, non-transcript, the Palestiniain Museum Digital Archive.",black-and-white photographs,ara,still image,1960s; Date created,1960/1969,,"[26.820553,30.802498]",,,image/jpeg,4373,6131,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/6/6/30802_ca_object_representations_media_56686_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/6/6/43358_ca_object_representations_media_56686_original.jpg,https://palarchive.org/index.php/Detail/objects/84557/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,endangered; 227,,Layla Tarazi Sub-collection 1: Photographs | The Layla Tarazi Collection,2 January 2019 at 12:16:09,9 March 2021 at 11:49:10,"A black-and-white photograph of Layla Tarazi during her trip to Egypt, in the 60's.",صورة غير ملونة تظهر فيها ليلى ترزي خلال زيارتها لمصر في أوائل الستينيات.,black-and-white photographs,,,
102,ark:/13030/m5772xd8,ark:/21198/z1kq3mqd,,Work,83.0,0083.01.0104|~|84558|~|37168_ca_object_representations_media_56687_original.jpg,The Layla Tarazi Collection,Layla Tarazi Sub-collection 1: Photographs,ليلى ترزي في زيارة لمصر في أوائل الستينيات,Layla Tarazi on a Trip to Egypt in the 60's,"A black-and-white photograph of Layla Tarazi during her trip to Egypt, in the 60's.|~|صورة غير ملونة تظهر فيها ليلى ترزي خلال زيارتها لمصر في أوائل الستينيات.","Suhair Tarazi (Relative of the collection owner Layla Tarazi), interview with PMDA researcher Lama Ghosheh, October 2018, non-transcript, the Palestiniain Museum Digital Archive.",black-and-white photographs,ara,still image,1960s; Date created,1960/1969,,"[26.820553,30.802498]",,,image/jpeg,4349,6130,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/6/6/13242_ca_object_representations_media_56687_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/6/6/37168_ca_object_representations_media_56687_original.jpg,https://palarchive.org/index.php/Detail/objects/84558/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,endangered; 227,,Layla Tarazi Sub-collection 1: Photographs | The Layla Tarazi Collection,2 January 2019 at 12:16:09,9 March 2021 at 11:49:09,"A black-and-white photograph of Layla Tarazi during her trip to Egypt, in the 60's.",صورة غير ملونة تظهر فيها ليلى ترزي خلال زيارتها لمصر في أوائل الستينيات.,black-and-white photographs,,,
103,ark:/13030/m5q88w47,ark:/21198/z1kq3mqd,,Work,83.0,0083.01.0105|~|84559|~|71568_ca_object_representations_media_56688_original.jpg,The Layla Tarazi Collection,Layla Tarazi Sub-collection 1: Photographs,ليلى ترزي في زيارة لمصر في أوائل الستينيات,Layla Tarazi on a Trip to Egypt in the 60's,"A black-and-white photograph of Layla Tarazi during her trip to Egypt, in the 60's.|~|صورة غير ملونة تظهر فيها ليلى ترزي خلال زيارتها لمصر في أوائل الستينيات.","Suhair Tarazi (Relative of the collection owner Layla Tarazi), interview with PMDA researcher Lama Ghosheh, October 2018, non-transcript, the Palestiniain Museum Digital Archive.",black-and-white photographs,ara,still image,1960s; Date created,1960/1969,,"[26.820553,30.802498]",,,image/jpeg,6107,4408,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/6/6/53036_ca_object_representations_media_56688_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/6/6/71568_ca_object_representations_media_56688_original.jpg,https://palarchive.org/index.php/Detail/objects/84559/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,endangered; 227,,Layla Tarazi Sub-collection 1: Photographs | The Layla Tarazi Collection,2 January 2019 at 12:16:09,9 March 2021 at 11:49:09,"A black-and-white photograph of Layla Tarazi during her trip to Egypt, in the 60's.",صورة غير ملونة تظهر فيها ليلى ترزي خلال زيارتها لمصر في أوائل الستينيات.,black-and-white photographs,,,
104,ark:/13030/m5r576wq,ark:/21198/z1kq3mqd,,Work,83.0,0083.01.0106|~|84560|~|10065_ca_object_representations_media_56689_original.jpg,The Layla Tarazi Collection,Layla Tarazi Sub-collection 1: Photographs,ليلى ترزي في زيارة لمصر في أوائل الستينيات,Layla Tarazi on a Trip to Egypt in the 60's,"A black-and-white photograph of Layla Tarazi during her trip to Egypt, in the 60's.|~|صورة غير ملونة تظهر فيها ليلى ترزي خلال زيارتها لمصر في أوائل الستينيات.","Suhair Tarazi (Relative of the collection owner Layla Tarazi), interview with PMDA researcher Lama Ghosheh, October 2018, non-transcript, the Palestiniain Museum Digital Archive.",black-and-white photographs,ara,still image,1960s; Date created,1960/1969,,"[26.820553,30.802498]",,,image/jpeg,4408,6207,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/6/6/47839_ca_object_representations_media_56689_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/6/6/10065_ca_object_representations_media_56689_original.jpg,https://palarchive.org/index.php/Detail/objects/84560/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,endangered; 227,,Layla Tarazi Sub-collection 1: Photographs | The Layla Tarazi Collection,2 January 2019 at 12:16:09,9 March 2021 at 11:49:09,"A black-and-white photograph of Layla Tarazi during her trip to Egypt, in the 60's.",صورة غير ملونة تظهر فيها ليلى ترزي خلال زيارتها لمصر في أوائل الستينيات.,black-and-white photographs,,,
105,ark:/13030/m5kh84fb,ark:/21198/z1kq3mqd,,Work,83.0,0083.01.0107|~|84561|~|96430_ca_object_representations_media_56690_original.jpg,The Layla Tarazi Collection,Layla Tarazi Sub-collection 1: Photographs,ليلى ترزي في زيارة لمصر في أوائل الستينيات,Layla Tarazi on a Trip to Egypt in the 60's,"A black-and-white photograph of Layla Tarazi during her trip to Egypt, in the 60's.|~|صورة غير ملونة تظهر فيها ليلى ترزي خلال زيارتها لمصر في أوائل الستينيات.","Suhair Tarazi (Relative of the collection owner Layla Tarazi), interview with PMDA researcher Lama Ghosheh, October 2018, non-transcript, the Palestiniain Museum Digital Archive.",black-and-white photographs,,still image,1960s; Date created,1960/1969,,"[26.820553,30.802498]",,,image/jpeg,4408,6135,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/6/6/19665_ca_object_representations_media_56690_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/6/6/96430_ca_object_representations_media_56690_original.jpg,https://palarchive.org/index.php/Detail/objects/84561/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,endangered; 227,,Layla Tarazi Sub-collection 1: Photographs | The Layla Tarazi Collection,2 January 2019 at 12:16:09,9 March 2021 at 11:49:09,"A black-and-white photograph of Layla Tarazi during her trip to Egypt, in the 60's.",صورة غير ملونة تظهر فيها ليلى ترزي خلال زيارتها لمصر في أوائل الستينيات.,black-and-white photographs,,,
